0.0131291	0.00109409	0	0.0317287	0.00656455	0.00218818	0.00875274	0.00328228	0.00437637	0.012035	0.0164114	0.0339168	0.0142232	0.00437637	0.00328228	0.0153173	0.00875274	0.0109409	0.0251641	0.00656455	0.00109409	0.0229759	0.0153173	0.00109409	0.00437637	0.00984683	0.0295405	0.00984683	0.00109409	0.0514223	0.0142232	0.00109409	0.00109409	0.0448578	0.0153173	0.00328228	0.00984683	0.0284464	0.0547046	0.0185996	0.0109409	0.0175055	0.0339168	0.00656455	0.00547046	0.0164114	0.0886214	0.0284464	0.0153173	0.0426696	0.00875274	0.0164114	0.00437637	0.00875274	0.0164114	0.0131291	0.00984683	0.0196937	0.0339168	0.0295405	0.00984683	0.00328228	0	0
0.00359066	0.00179533	0	0.005386	0.00718133	0.00359066	0.010772	0.0233393	0.0143627	0.0251346	0.016158	0.0197487	0.0125673	0.0125673	0.00179533	0.0125673	0.010772	0.016158	0.0233393	0.016158	0.00897666	0.02693	0.0143627	0.0143627	0	0.016158	0.0197487	0.0197487	0.00179533	0.0287253	0.0287253	0.0143627	0.00359066	0.0233393	0.016158	0.010772	0.0143627	0.0305206	0.0305206	0.0143627	0.02693	0.0341113	0.02693	0.00897666	0	0.0125673	0.0341113	0.016158	0.0143627	0.0341113	0.0125673	0.00718133	0.0125673	0.010772	0.032316	0.0251346	0.0125673	0.02693	0.0412926	0.0197487	0.0125673	0.00359066	0	0
0.0108108	0.00540541	0.0036036	0.00720721	0.0108108	0.00540541	0.0036036	0	0.00900901	0.0108108	0.0216216	0.0252252	0.0126126	0.00720721	0.0108108	0.0144144	0.0108108	0.00720721	0.0198198	0.00540541	0.00540541	0.0126126	0.018018	0.00540541	0.00720721	0.0162162	0.0198198	0.0126126	0.00720721	0.0144144	0.0306306	0.0198198	0.0108108	0.0144144	0.0198198	0.027027	0.0252252	0.0342342	0.0414414	0.0216216	0.018018	0.0342342	0.0144144	0.0198198	0.00900901	0.0126126	0.0414414	0.027027	0.027027	0.0378378	0.0162162	0.0216216	0.00720721	0.00720721	0.0198198	0.0234234	0.0198198	0.0198198	0.0324324	0.0144144	0.00900901	0.0018018	0	0
0.00364964	0	0.00364964	0.00364964	0.0255474	0.00364964	0	0.00364964	0.00364964	0.0145985	0.0766423	0.0510949	0.00364964	0	0.00364964	0.0364964	0	0.0182482	0	0	0	0.0182482	0.00729927	0.00364964	0	0.0291971	0.00364964	0	0.00364964	0.0364964	0.0109489	0	0.0328467	0.0218978	0.0364964	0.00364964	0.0218978	0.0583942	0.00729927	0.00729927	0.00364964	0.0328467	0.00729927	0.00364964	0	0.0145985	0.00729927	0.00729927	0.00364964	0.00364964	0	0.0255474	0	0.0145985	0.00729927	0.109489	0.0437956	0.00364964	0.0912409	0.0182482	0.0145985	0.00729927	0	0.0255474
0.00929615	0.0185923	0.0106242	0.0119522	0.00796813	0.0185923	0.00531208	0.00664011	0.0398406	0.0212483	0.00265604	0.0292165	0.00929615	0.00929615	0.00398406	0.0185923	0.00929615	0.00531208	0.00398406	0.0225764	0.00531208	0.0199203	0.0159363	0.00531208	0.00265604	0.00929615	0.0385126	0.0531208	0.0146082	0.0225764	0.0292165	0.0199203	0.00664011	0.00132802	0.00531208	0.0318725	0.0132802	0.0185923	0.0265604	0.00664011	0.0119522	0.0212483	0.0106242	0.0106242	0.00265604	0.0132802	0.0212483	0.00398406	0.0132802	0.0371846	0.00265604	0.00398406	0.0292165	0.0371846	0.0252324	0.0185923	0.00265604	0.0265604	0.0106242	0.0690571	0.00265604	0.00132802	0.00265604	0.0106242
0.00295858	0.00295858	0.0147929	0.00887574	0.00591716	0.0266272	0.00295858	0.00887574	0.0414201	0.00591716	0.00295858	0.035503	0.0118343	0.0118343	0.00295858	0.0236686	0.00887574	0.00591716	0.00295858	0.0266272	0.00887574	0.0147929	0.0118343	0.00887574	0.00887574	0.0207101	0.0532544	0.0266272	0.0118343	0.0236686	0.0118343	0.0266272	0.00295858	0.00295858	0.00591716	0.0207101	0.0207101	0.0177515	0.0295858	0.0118343	0.0177515	0.035503	0.00887574	0.00887574	0	0.00887574	0.0118343	0.00591716	0.0384615	0.0414201	0	0.00591716	0.0295858	0.035503	0.0236686	0.0177515	0	0.0147929	0	0.0739645	0.0118343	0	0.00295858	0.0118343
0.010989	0.021978	0	0.021978	0.010989	0.021978	0	0	0.0659341	0.021978	0	0.032967	0.043956	0	0.010989	0.010989	0	0.010989	0.021978	0	0	0	0.021978	0	0	0.021978	0.010989	0.010989	0.032967	0.010989	0.032967	0.021978	0.010989	0	0.010989	0.010989	0.010989	0.032967	0.0659341	0.010989	0.021978	0	0.010989	0.032967	0.010989	0.021978	0.021978	0.021978	0.010989	0.021978	0.010989	0	0.032967	0.032967	0.010989	0.032967	0.010989	0.010989	0.010989	0.032967	0	0	0.010989	0
0.0148148	0.00592593	0.0118519	0.00592593	0.0153086	0.0103704	0.0153086	0.0108642	0.0449383	0.0301235	0.00345679	0.025679	0.00987654	0.00296296	0.00395062	0.0133333	0.0118519	0.00641975	0.011358	0.0167901	0.00839506	0.0103704	0.017284	0.0182716	0.00592593	0.0251852	0.0345679	0.00790123	0.0118519	0.0202469	0.0281481	0.00888889	0.00444444	0.0103704	0.00740741	0.0261728	0.0128395	0.0103704	0.0237037	0.0133333	0.0138272	0.0133333	0.0167901	0.0202469	0.0054321	0.00938272	0.0207407	0.0197531	0.0162963	0.0523457	0.00641975	0.00641975	0.0533333	0.0271605	0.0103704	0.0217284	0.00592593	0.0246914	0.0177778	0.0316049	0.0153086	0.00197531	0.00493827	0.00740741
0.0127119	0	0	0.0169492	0.0127119	0	0	0	0	0.0211864	0.0932203	0	0.029661	0.00423729	0	0.0211864	0	0.00847458	0.0254237	0	0	0.0169492	0.0127119	0.00847458	0	0.0169492	0.0169492	0.00423729	0	0.0127119	0.0211864	0	0.00423729	0.00423729	0.0211864	0.00423729	0.00423729	0.0169492	0.0169492	0.00423729	0.00423729	0.101695	0.0381356	0	0	0.0211864	0.0381356	0	0.0127119	0.029661	0.00423729	0.0423729	0.00423729	0.00423729	0.00847458	0.0508475	0.0338983	0.00847458	0.127119	0.00423729	0	0.00423729	0	0.029661
0.021097	0	0	0.00843882	0.00843882	0	0.00421941	0	0.00421941	0.0253165	0.0886076	0	0.0295359	0.00421941	0	0.0253165	0	0.0168776	0.0126582	0.00421941	0	0.0253165	0.021097	0	0	0.0168776	0.0126582	0.00421941	0	0.0168776	0.0168776	0.00421941	0.00421941	0.00421941	0.0295359	0.00421941	0	0.0126582	0.0168776	0.00421941	0.0168776	0.0801688	0.0379747	0	0	0.021097	0.0379747	0	0.00843882	0.0337553	0.00421941	0.0421941	0	0.00843882	0	0.0548523	0.0421941	0.00843882	0.118143	0.00421941	0	0.00421941	0	0.0295359
